feature,category,dtype,missing_rate,unique_values
away_clean_sheet_l10,no_odds,float64,0.007643312101910828,23
away_shots_for_ewm10,no_odds,float64,0.007643312101910828,1553
away_shots_against_ewm10,no_odds,float64,0.007643312101910828,1554
away_shot_quality_ewm10,no_odds,float64,0.007643312101910828,1550
Season,excluded,str,0.0,5
HomeTeamPointsLast5,no_odds,float64,0.009554140127388535,15
AwayTeamPointsLast5,no_odds,float64,0.007643312101910828,15
HomeRestDays,no_odds,float64,0.009554140127388535,357
AwayRestDays,no_odds,float64,0.007643312101910828,363
HomeGoalsAve,excluded,float64,0.009554140127388535,35
AwayGoalsAve,excluded,float64,0.007643312101910828,31
feature_timestamp,no_odds,str,0.0,941
